mint,creator_address,price_usd,fdv_usd,liquidity_usd,volume_h24_usd,price_change_h24_pct,volume_to_liquidity_ratio,fdv_to_liquidity_ratio,liquidity_to_volume_ratio,creator_balance_pct,top_10_holders_pct,total_lp_locked_usd,has_mint_authority,has_freeze_authority,is_lp_locked_95_plus,token_supply,total_insider_networks,largest_insider_network_size,total_insider_token_amount,rugcheck_risk_level,pump_dump_risk_score,time_of_day_utc,day_of_week_utc,is_weekend_utc,is_public_holiday_any,signal_source,grade,token_age_at_signal_seconds,checked_at_timestamp,checked_at_utc,token_age_hours_at_signal,label_status,label_ath_roi,label_final_roi,label_hit_50_percent
5wCbtkTupWS129vsETe61h3TxBjkr3VHVuQYch3Upump,AZGtkbYUFoCtz6bbm48KQPCoFdPUaKqVJGD442MEo6WT,4.0024487097312146e-05,0.0,22401.236144569244,0.0,0.0,0.0,0.0,0.0,0.0,56.1159122270687,22401.236144569244,0,0,1,999583220075376.0,2.0,92.0,23351424082688.0,unknown,35.0,22,4,0,0,alpha,LOW,0.0,1762553065,2025-11-07 22:04:25.419797+00:00,UNKNOWN,win,96.24178712220761,,1
5weo14h7pxCa8x3dZQECiBGnWF4LtmiTMFCqRVuXpump,GpTXmkdvrTajqkzX1fBmC4BUjSboF9dHgfnqPqj8WAc4,3.7756343399834605e-05,0.0,21178.20483763785,0.0,0.0,0.0,0.0,0.0,0.0,49.88613107550638,21178.20483763785,0,0,1,999999883727953.0,0.0,0.0,0.0,unknown,15.0,14,0,0,0,alpha,LOW,0.0,1762784630,2025-11-10 14:23:50.474974+00:00,UNKNOWN,win,146.47513932826357,-68.6940022903495,1
5weo14h7pxCa8x3dZQECiBGnWF4LtmiTMFCqRVuXpump,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,20.0,14,0,0,0,discovery,LOW,0.0,1762786065,2025-11-10 14:47:45.584499+00:00,UNKNOWN,win,104.84261501210655,-77.61391151221659,1
5x1X3nHucdMk29ZZWpiRy4bcQkzgNwbbku5qMn5UzTvR,8Z1yiAatWaHfCRoFAR9Mk2f52Ch7vhstTxE4ymKNSCL8,0.013390800000000001,1587.0,0.61,23.68,-99.96,38.81967213114754,2601.6393442622953,0.025760135135135136,0.0,87.35344174472193,30108.469049917956,0,0,1,7887414920859023.0,0.0,0.0,0.0,unknown,8.0,9,3,0,1,alpha,MEDIUM,21245111.0,1764237147,2025-11-27 09:52:27.862277+00:00,UNKNOWN,win,4052.536741924966,-94.86413020803556,1
5x89k1jty8zDZ9mVQc93UNof64tbYNqakb9VZFVMpump,CbvywAUw6meKqjbBGZGtrVc6ADUFPNSVUDHFxUPksB7u,8.032e-05,160645.0,30680.17,1100219.2,29.98,35.86092254377991,5.236118313555629,0.027885506815369155,0.0,30.705911061324052,29261.05675221445,0,0,1,1999959007867554.0,1.0,7.0,8329936283936.0,unknown,10.0,20,2,0,0,alpha,LOW,10862.0,1762979905,2025-11-12 20:38:25.652509+00:00,3.02,win,102.89669315560113,,1
5xL15htnLsMN44DyUQyztEYSFBn6pgF41cngBkKMpump,2aDBRNNdGEnCq2Av6Wz447CqgdEbmEaDudfGW1M85MAC,0.00018066306341221484,0.0,50185.578863988296,0.0,0.0,0.0,0.0,0.0,0.0,33.57785672822121,50185.578863988296,0,0,1,999966872202252.0,7.0,312.0,61797756169094.0,unknown,38.0,4,1,0,1,alpha,MEDIUM,0.0,1762836649,2025-11-11 04:50:49.274780+00:00,UNKNOWN,win,74.69945355191257,,1
5xL15htnLsMN44DyUQyztEYSFBn6pgF41cngBkKMpump,2aDBRNNdGEnCq2Av6Wz447CqgdEbmEaDudfGW1M85MAC,2.897e-05,28944.0,19440.49,59881.36,67.55,3.0802392326530863,1.4888513612568406,0.3246501081471764,10251691762.0,51.63888554639346,20769.363302610793,0,0,1,998783746484892.0,9.0,450.0,105713664094024.0,unknown,62.0,7,6,1,0,alpha,LOW,1666410.0,1764487257,2025-11-30 07:20:57.713099+00:00,462.89,win,74.69945355191257,-89.09289617486338,1
5yVT7keCgESd6S523y6EwiVfJ3JoRj8f28JkZt2ipump,9SDnxVkcmvKUNiQFcB8aokBrCkKkkLSNptFNyVhyZGKW,3.902e-05,39018.0,23743.18,1936721.37,-30.37,81.56958629804433,1.6433350545293428,0.012259471273351003,0.0,47.450029434141086,24460.237694162603,0,0,1,999834387304832.0,2.0,312.0,80466090331.0,unknown,45.0,15,0,0,1,alpha,LOW,90964.0,1762182191,2025-11-03 15:03:11.343913+00:00,25.27,loss,20.06409767282183,-56.38766519823788,0
61iTvD2e5p8XMqcVHC6CDMGa9sUd7hb8ZDESXyoUpump,2TAME7HpgMkQp8QmBVYCMh1tz6LEXbzk6hHE6yePPBUZ,6.564686158229444e-06,6567.0,8110.09,189016.57,-88.67,23.30634678530078,0.8097320744899255,0.0429067673802355,0.0,85.36006234926417,8102.216727417215,0,0,1,999971145592487.0,0.0,0.0,0.0,unknown,25.0,15,5,1,0,alpha,LOW,20780.0,1763220911,2025-11-15 15:35:11.966094+00:00,UNKNOWN,loss,4.88656195462478,-53.170447934845846,0
628LDifvzdDmCvKnbSm8L3oLNLmGdX7amzNEtG7Wpump,8eRTrfCh46wkLvGH7LqyzMrMroUzrxvxmntXsm4mxceK,1.8611872902123706e-05,19093.0,13770.2,7510.18,113.0,0.545393676199329,1.386544857736271,1.83353794449667,0.0,62.771376701423435,13603.847896886047,0,0,1,999888202931809.0,3.0,5.0,157334329315572.0,unknown,25.0,12,6,1,0,alpha,LOW,563193.0,1763296154,2025-11-16 12:29:14.403690+00:00,UNKNOWN,win,92.61393399685703,,1
64RTx742g2se45Zd2chV9F93MGwXVkkqYydCRbgPpump,UNKNOWN,2.216e-05,22166.69,0.0,72624.05,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,30.0,7,4,0,0,discovery,LOW,922.0,1764315946,2025-11-28 07:45:46.486396+00:00,0.26,loss,0.0,-81.8229680816058,0
64zzkzfEv2CBDsaiMABssTbB5V6LKvrSnhQuiShopump,CXoUJHtBGnuNR6zJ3zm8nTnNzCwXxFViXh29d1kTJQmK,3.277162598023648e-05,0.0,19270.94546295157,0.0,0.0,0.0,0.0,0.0,0.0,50.80462480075053,19270.94546295157,0,0,1,999979238752069.0,2.0,6.0,31518112752062.0,unknown,15.0,14,6,1,0,alpha,LOW,0.0,1762697611,2025-11-09 14:13:31.529652+00:00,UNKNOWN,win,55.317285845676864,-69.3332274509027,1
64zzkzfEv2CBDsaiMABssTbB5V6LKvrSnhQuiShopump,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,20.0,12,6,1,0,discovery,LOW,0.0,1762691823,2025-11-09 12:37:03.992831+00:00,UNKNOWN,win,103.5185925629748,-48.580567772890845,1
65EQ8vV5f9BZjz144MU3s8TMzzoSRntwz6oGxEkopump,5W5vKvyfLHMd4omVgzE8Ldu2p1PEMs56We9ht8hsrxJH,2.145e-05,21455.0,14139.11,109888.72,-62.48,7.771968674124468,1.5174222422769184,0.12866752838689904,0.0,55.15383082720604,14244.485845414085,0,0,1,999983855122328.0,0.0,0.0,0.0,unknown,35.0,19,3,0,0,alpha,LOW,63409.0,1763665273,2025-11-20 19:01:13.623388+00:00,17.61,loss,0.0,-73.61375124867912,0
65aP2yHMZ6RxZpXn3iHhfBRnzCpwbZeVDTXAoi1gpump,Bt8WTucNdnbSJmdYBiSXLtY7rZvARxkmzBpMfotBc2bD,3.790524561243723e-05,0.0,22155.645987948636,0.0,0.0,0.0,0.0,0.0,0.0,46.81913554828708,22155.645987948636,0,0,1,999762012299798.0,3.0,440.0,165342338703.0,unknown,45.0,21,4,0,0,alpha,LOW,0.0,1762552364,2025-11-07 21:52:44.418055+00:00,UNKNOWN,win,202.73012805025368,,1
65aP2yHMZ6RxZpXn3iHhfBRnzCpwbZeVDTXAoi1gpump,Bt8WTucNdnbSJmdYBiSXLtY7rZvARxkmzBpMfotBc2bD,0.001583,1582017.0,151989.43,956462.91,290.0,6.292956753637408,10.408730396580868,0.15890781379070934,0.0,27.91653880313263,154196.38568451893,0,0,1,999031628650132.0,6.0,450.0,85618141238299.0,unknown,30.0,19,5,1,0,alpha,LOW,1957800.0,1764445099,2025-11-29 19:38:19.600122+00:00,543.83,win,2388.2210025013296,547.6063813363747,1
68dLqMSU3bkooGwH5J244aoXXwTgFohwVnWUeEApump,H5hFYu9tP2aiZMmhnVNhh5DnfvsPvn8Jqm4hww2TmZZT,0.002208,2208458.0,164051.36,4099264.08,371.0,24.98768727062062,13.461991415371383,0.040019710074399494,0.0,8.709534820609607,148286.84747802414,0,0,1,999999261941695.0,1.0,136.0,13740767458.0,unknown,30.0,9,1,0,0,alpha,LOW,92449.0,1764061864,2025-11-25 09:11:04.152849+00:00,25.68,win,87.066550026393,,1
6AbgwiVnkZiAVVL7AMiTNyN9jQ8tLWKrBgqeYzyBpump,3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV,1.979068427969376e-05,19638.64,9123.506743942382,219277.06,310.0,24.034295820035492,2.1525319760451995,0.04160721027517599,2.854920689479151e-07,64.69313171623064,9123.506743942382,0,0,1,974564325748608.0,0.0,0.0,0.0,unknown,25.0,13,6,1,0,alpha,LOW,21380.0,1763301008,2025-11-16 13:50:08.435369+00:00,UNKNOWN,loss,25.122883670125617,-39.92353904969962,0
6B68TzagEbU61Ms5rfdXBNm5FvzwBVUvB8aXSWuApump,5kjbVvsr1viwNJnJpKPmxp69jNhoAUWWTVQjHw8eFNfG,3.637180035315187e-05,0.0,20462.809513974877,0.0,0.0,0.0,0.0,0.0,0.0,49.38039458130716,20462.809513974877,0,0,1,999909022960996.0,0.0,0.0,0.0,unknown,15.0,22,4,0,0,alpha,MEDIUM,0.0,1762553265,2025-11-07 22:07:45.106353+00:00,UNKNOWN,win,104.27277872099606,,1
6DaSdWSu5NMtpFZkx8iBXUphCjPwPrSkXShbnqi9BAGS,BAGSB9TpGrZxQbEsrEznv5jXXdwyP6AXerN8aVRiAmcv,9.591097310461854e-05,0.0,87208.04457189557,0.0,0.0,0.0,0.0,0.0,0.0,40.305112061309224,87208.04457189557,0,0,1,9.99959110172339e+17,1.0,35.0,5547383000816804.0,unknown,18.0,23,3,0,0,alpha,LOW,0.0,1762471502,2025-11-06 23:25:02.249302+00:00,UNKNOWN,win,309.82479521673645,163.6549707602339,1
6EY7XfqJYw34XdWsUoes3XvxKFTbArr4eGTRsSW1Jdev,ESRjTPkB7YFhYQv9hn6nqTVHPcDLYUVhvCGE1WuRZWm5,4.7696914172959776e-05,0.0,24610.968051627577,0.0,0.0,0.0,0.0,0.0,0.0,48.45637257574811,24610.968051627577,0,0,1,999995908107626.0,1.0,4.0,15726793593760.0,unknown,15.0,17,0,0,0,alpha,MEDIUM,0.0,1762796996,2025-11-10 17:49:56.508244+00:00,UNKNOWN,loss,4.17864732257698,-89.65761184861597,0
6H8uyJYrPVcra6Fi7iWh29DXSm8KctzhHRyXmPwKpump,Bnf1judBhBg1QTWKxYjjTdfvH4k6AFNUkr6bexe1oP7S,0.0003987155519521574,0.0,81608.27854879416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81608.27854879416,0,0,1,999784460296447.0,3.0,430.0,32364090899372.0,unknown,30.0,7,4,0,0,alpha,LOW,0.0,1761292144,2025-10-24 07:49:04.765887+00:00,UNKNOWN,win,91.46522630118842,45.701796636775235,1
6H8uyJYrPVcra6Fi7iWh29DXSm8KctzhHRyXmPwKpump,Bnf1judBhBg1QTWKxYjjTdfvH4k6AFNUkr6bexe1oP7S,0.0002686912530645218,0.0,71271.65827934584,0.0,0.0,0.0,0.0,0.0,0.0,33.94666625068932,71271.65827934584,0,0,1,999472263899326.0,5.0,440.0,32724394522239.0,unknown,38.0,20,3,0,0,alpha,LOW,0.0,1762462320,2025-11-06 20:52:00.315823+00:00,UNKNOWN,win,91.46522630118842,45.701796636775235,1
6H8uyJYrPVcra6Fi7iWh29DXSm8KctzhHRyXmPwKpump,Bnf1judBhBg1QTWKxYjjTdfvH4k6AFNUkr6bexe1oP7S,0.0001285,128454.0,48095.07,31056.9,6.67,0.6457397816449795,2.670835077275072,1.5486114196845144,0.0,38.01336920996667,47523.41196562156,0,0,1,999459839203835.0,5.0,440.0,32735680573944.0,unknown,38.0,6,4,0,0,alpha,LOW,3642905.0,1763103022,2025-11-14 06:50:22.744524+00:00,1011.92,win,91.46522630118842,45.701796636775235,1
6H8uyJYrPVcra6Fi7iWh29DXSm8KctzhHRyXmPwKpump,Bnf1judBhBg1QTWKxYjjTdfvH4k6AFNUkr6bexe1oP7S,8.275e-05,82705.0,37607.39,17872.97,-27.15,0.4752515396574982,2.1991688335723376,2.1041488907551456,0.0,42.30126122240046,38006.96621956639,0,0,1,999443199437392.0,5.0,450.0,32735905520407.0,unknown,45.0,19,6,1,0,alpha,LOW,4465001.0,1763925118,2025-11-23 19:11:58.103470+00:00,1240.28,loss,3.7554824561403537,-55.263157894736835,0
6JvpHB2ngA7br2V1JoC7nU8J1MS7Zf3MRcGFcGaBpump,78N177fzNJpp8pG49xDv1efYcTMSzo9tPTKEA9mAVkh2,0.0003370371466412692,337244.0,69314.56,3358.16,-15.48,0.0484481182597134,4.865413558132664,20.640636539057102,0.0,72.32897793857978,69267.41234991072,0,0,1,999855980310945.0,2.0,442.0,90731173442.0,unknown,45.0,4,0,0,0,alpha,LOW,2865703.0,1763352211,2025-11-17 04:03:31.458383+00:00,UNKNOWN,loss,6.991173997746386,-49.85715916356312,0
6LRA6CnrH6NVgiBySqQnajRs2L1vySHTr7f1e9Dhp4RE,3QEvxoxv68zcCQV26CengvzC56qXf4PVHsFAMBhxtVfZ,6.40699912332995e-05,0.0,28533.226367662413,0.0,0.0,0.0,0.0,0.0,0.0,42.29504939073228,28533.226367662413,0,0,1,999952138734572.0,1.0,6.0,96949346394203.0,unknown,15.0,23,4,0,0,alpha,MEDIUM,0.0,1762557127,2025-11-07 23:12:07.548011+00:00,UNKNOWN,loss,0.0,-73.93342709798407,0
6MBgtK4bnmrawFnvFLyGCfdgrgN6T4Cvyqk19PNbpump,AccjANPb36AF55J2YBKQ3d6CUnnEPcaYCL9WWx2Nns3z,0.0027839856813500256,0.0,201547.51315019792,0.0,0.0,0.0,0.0,0.0,0.0,7.570178031952582,201547.51315019792,0,0,1,999994545259014.0,0.0,0.0,0.0,unknown,0.0,6,2,0,0,alpha,CRITICAL,0.0,1762928577,2025-11-12 06:22:57.480060+00:00,UNKNOWN,loss,0.0,-99.78856243441763,0
6NhHMW7cXLJAhxXGfP3FAuvEdbrwguZY2tcPJfCPpump,MNhBbrscBPmeid54buiqSgyWa4D8PY6uKHoK2wJsTJN,4.318718818893622e-05,0.0,24257.21893026252,0.0,0.0,0.0,0.0,0.0,0.0,48.10188790744939,24257.21893026252,0,0,1,997207291683583.0,1.0,31.0,6560933861.0,unknown,25.0,19,3,0,0,alpha,LOW,0.0,1762456147,2025-11-06 19:09:07.479185+00:00,UNKNOWN,win,138.72820696025855,,1
6PDR3o1KGccEt3m8XfkoRvkBfjkkkwuQz5gtLxGApump,3vZbigcdg9tCZPsHAB4YQtLGqAZxetfw1ja6CvKphR8C,0.00010646530727410551,118111.0,35692.09,940959.89,106.0,26.363261159545438,3.309164579602932,0.037931574320346426,3.5288581560046397e-09,31.45725354507284,34355.745638373664,0,0,1,999999638833701.0,1.0,136.0,4658288076.0,unknown,38.0,23,5,1,0,alpha,LOW,7170.0,1763250624,2025-11-15 23:50:24.985233+00:00,UNKNOWN,win,47.37195056042562,,1
6Q4hVkFFZLWn2ejMkCfHh36MqicNLnNEBQX9cZeTuZrm,UNKNOWN,2.469e-09,2.0,1.5,957521.77,-100.0,638347.8466666667,1.3333333333333333,1.5665440170618784e-06,0.0,18.9098335430695,40782.84042381543,0,0,1,1000000000000000.0,1.0,21.0,720315426700.0,unknown,28.0,7,6,1,0,alpha,LOW,10675.0,1763882563,2025-11-23 07:22:43.261616+00:00,2.97,loss,0.0,-99.99972977166853,0
6TSRUM6BExTxNvm9fC7u1fiEQtzi36RwPYqCBPB8pump,CwrdvV93qPim2NRR1mny17qJw8VtFhDpLYwxu32Djx2S,3.235e-05,32350.0,18028.14,733674.44,-38.67,40.696069588986994,1.7944169503897796,0.024572397533707185,0.0,46.72704874709629,18576.58344477894,0,0,1,999981906122553.0,0.0,0.0,0.0,unknown,25.0,7,0,0,1,alpha,LOW,28881.0,1763969638,2025-11-24 07:33:58.923354+00:00,8.02,loss,29.807666318178523,-78.81273389854893,0
6UZg1f3fVW3td6Th3LxRcDY9PBhqgYNWKeTC91mzpump,CAYAFk8PJpZDtukE2NPVRzQaCZm7LnF8Tfe8dYbxa4Cs,1.026e-05,10262.0,10989.3,99444.32,-85.21,9.049195126168183,0.9338174406013122,0.11050706566247322,0.0,51.981134351889914,19496.295082218967,0,0,1,999999999999942.0,0.0,0.0,0.0,unknown,35.0,21,0,0,0,alpha,LOW,765.0,1762808622,2025-11-10 21:03:42.483593+00:00,0.22,loss,0.0,-85.19326926895023,0
6Vik7Zf4biqGXZbpm8DCZUtvJQvTvc2vAhTx6yNupump,D4zSQWoznUoxW9WRoDRJfrAEviqmFX5eYwu9fZc28tPz,0.0006607051639121207,684188.0,88688.94,2226173.82,1098.0,25.100918107714442,7.714468117445084,0.039839180212801174,1.1740250409705674e-08,24.92277585099797,87189.6095560538,0,0,1,999995222418286.0,0.0,0.0,0.0,unknown,0.0,8,5,1,0,alpha,LOW,33418.0,1763195378,2025-11-15 08:29:38.716756+00:00,UNKNOWN,win,182.2672758423758,,1
6WUbAGBQd51XFQ3gagp3vJRsaz2Euo4PsE7uYvTLpump,7pmbduRWZacCQHgwkf8jH1Vp3f1meLb3Lehi42JiM6zS,0.00010931853601993354,0.0,37711.73485091592,0.0,0.0,0.0,0.0,0.0,0.0,34.24730578414782,37711.73485091592,0,0,1,976705530061171.0,3.0,440.0,153397187497808.0,unknown,38.0,21,3,0,0,alpha,LOW,0.0,1762465870,2025-11-06 21:51:10.239480+00:00,UNKNOWN,loss,38.93066714711665,-48.43070318314676,0
6WdMWW24SLDLxTbWV8yqCsBm8GRuKhoTbRqj4qGYpump,J5PfVgTaVjFkDiXzn6zom3DKMS6LcPNkYJDrpV3CQRiY,0.0003169,316904.0,59881.48,2614225.19,510.0,43.656656281708464,5.292187167050647,0.02290601445853255,0.0,27.30297555081773,55902.549555165126,0,0,1,999988814417137.0,2.0,136.0,6733282527853.0,unknown,40.0,3,6,1,0,alpha,LOW,24586.0,1763869646,2025-11-23 03:47:26.763870+00:00,6.83,loss,37.236071646531464,-85.28218584799812,0
6WdMWW24SLDLxTbWV8yqCsBm8GRuKhoTbRqj4qGYpump,J5PfVgTaVjFkDiXzn6zom3DKMS6LcPNkYJDrpV3CQRiY,4.087e-05,40869.0,22132.24,532132.44,-87.81,24.043315995127465,1.8465821805655458,0.041591600767658526,0.0,45.50671754476788,22094.764213590533,0,0,1,999971078837717.0,2.0,136.0,6735397488751.0,unknown,45.0,4,0,0,1,alpha,LOW,114589.0,1763959649,2025-11-24 04:47:29.406315+00:00,31.83,loss,37.236071646531464,-85.28218584799812,0
6Y6baZ6nhEfktasfL7mLetuP2WLja4FTFjH7rNPapump,3DppJ2fZ1GDaSEiVQpcmL1BPzxiiWXCb7xjsnPT7eVnE,4.3086193672762685e-06,4311.0,6631.14,250086.46,-92.43,37.713946621546214,0.6501144599571114,0.026515389917550918,0.0,97.13418105156575,6676.827077940485,0,0,1,999786124587846.0,0.0,0.0,0.0,unknown,25.0,17,5,1,0,alpha,LOW,55079.0,1763226015,2025-11-15 17:00:15.802381+00:00,UNKNOWN,loss,0.0,-46.71769890976571,0
6YhzyXQQUWni5ErddewZrkw9W55dYevQmo1teppjpump,3m5C1o933roMYwcuqBJe8ZYkXHuPHAArmRZKU5h4n3kJ,9.495e-05,94952.0,33060.76,2082373.47,67.11,62.98625530689554,2.872045288735044,0.015876479640321198,0.0,36.759862262578245,30474.820828572567,0,0,1,999977854158720.0,2.0,450.0,65782309782144.0,unknown,48.0,4,6,1,0,alpha,LOW,43011.0,1764478149,2025-11-30 04:49:09.344678+00:00,11.95,win,48.140193332821475,,1
6asQf5Wo5dhqfZ5ChkFkedrFd7korSqk7Apz2v64pump,9dCK13qj6sJTbeWcUhwfitkBLm5XzvSVqjLmC2aw4Hbf,3.054858683072273e-05,0.0,18594.480042729494,0.0,0.0,0.0,0.0,0.0,0.0,52.675465573552174,18594.480042729494,0,0,1,999975896705302.0,1.0,136.0,5817245105.0,unknown,55.0,18,5,1,0,alpha,LOW,0.0,1762626699,2025-11-08 18:31:39.865745+00:00,UNKNOWN,win,60.36748367924743,,1
6asQf5Wo5dhqfZ5ChkFkedrFd7korSqk7Apz2v64pump,9dCK13qj6sJTbeWcUhwfitkBLm5XzvSVqjLmC2aw4Hbf,3.809e-05,38087.0,18921.61,9624.67,58.23,0.5086602038621449,2.0128836816740225,1.9659489624059838,0.0,50.790196508944426,18602.117074883423,0,0,1,999830968376645.0,1.0,136.0,5817245105.0,unknown,45.0,8,0,0,1,alpha,LOW,1532515.0,1763972550,2025-11-24 08:22:30.020155+00:00,425.7,win,60.36748367924743,-8.997427101794676,1
6aw4XznDBJ9YUifU2vTg4y8oCXJsyH8FEzFjvPNRBAGS,BAGSB9TpGrZxQbEsrEznv5jXXdwyP6AXerN8aVRiAmcv,5.339e-05,53359.0,21672.74,197116.09,248.0,9.095116261257228,2.4620329501484353,0.10994911678696549,0.0,49.14991635476655,25564.69850992413,0,0,1,9.992862738378273e+17,1.0,538.0,1.5366247364561352e+16,unknown,45.0,19,2,0,0,alpha,LOW,5958822.0,1762974769,2025-11-12 19:12:49.885813+00:00,1655.23,win,137.08677685950417,,1
6b4EHcm7KgDdVBZJ4oQQk1oaTuffmi7H9AL6qXiXpump,CpSvybLYfEhsesz9geJrwZ5jSyECegBKDaqSekVtnobd,0.0003236984157526128,0.0,63894.871359639306,0.0,0.0,0.0,0.0,0.0,0.0,32.338736867131914,63894.871359639306,0,0,1,999800769117706.0,2.0,136.0,47291761996769.0,unknown,30.0,23,4,0,0,alpha,LOW,0.0,1762557846,2025-11-07 23:24:06.749793+00:00,UNKNOWN,win,276.4194139194139,219.91758241758242,1
6b4EHcm7KgDdVBZJ4oQQk1oaTuffmi7H9AL6qXiXpump,CpSvybLYfEhsesz9geJrwZ5jSyECegBKDaqSekVtnobd,0.0005113887296172538,519866.0,79891.79,119342.31,15.2,1.4937994254478464,6.507126702255639,0.6694339166051,0.0,26.555995348115303,79152.65764924682,0,0,1,999796955739899.0,5.0,440.0,70063359252394.0,unknown,30.0,20,5,1,0,alpha,LOW,2431842.0,1763238764,2025-11-15 20:32:44.419942+00:00,UNKNOWN,win,276.4194139194139,219.91758241758242,1
6dTwCr4f422u8onBBwM3TW9a4YF2gBsDb8qpz68pump,HPp4QBAZAqeHkSA1pUxCMQ2kWaEk3EhGrJcZEu6jGdoN,0.0001737412639759228,0.0,45691.88144233011,0.0,0.0,0.0,0.0,0.0,0.0,34.899347172606156,45691.88144233011,0,0,1,999984223551775.0,3.0,1999.0,3745928237996997.0,unknown,38.0,22,4,0,0,alpha,LOW,0.0,1762553163,2025-11-07 22:06:03.515556+00:00,UNKNOWN,win,112.1545518691984,-93.24282572180036,1
6dTwCr4f422u8onBBwM3TW9a4YF2gBsDb8qpz68pump,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,20.0,5,5,1,0,discovery,LOW,0.0,1762578694,2025-11-08 05:11:34.877179+00:00,UNKNOWN,loss,15.06024096385542,-95.01154618473895,0
6foHCPWczSq9uU3PCZqJeNdjP1ba6Qf6YmaZDSHtpump,CXJ19eWdFUSaUJvadMx11G6AVGuDdnJEbYxFfP37c77N,0.0001108,110868.0,34871.55,151544.93,74.58,4.345804244434216,3.1793252665855114,0.23010700522940625,0.0,38.70985214198552,38649.81261920137,0,0,1,999999890337005.0,0.0,0.0,0.0,unknown,18.0,5,3,0,0,alpha,LOW,2526.0,1763010997,2025-11-13 05:16:37.335618+00:00,0.7,win,294.2078616730082,,1
6foHCPWczSq9uU3PCZqJeNdjP1ba6Qf6YmaZDSHtpump,CXJ19eWdFUSaUJvadMx11G6AVGuDdnJEbYxFfP37c77N,0.0001064,106406.0,34191.36,235092.05,-54.46,6.875773587245432,3.1120727575621445,0.1454381804914288,0.0,32.57035220039703,41221.82560841322,0,0,1,999993026252586.0,1.0,4.0,4375582549727.0,unknown,8.0,6,4,0,0,alpha,LOW,94515.0,1763102986,2025-11-14 06:49:46.936163+00:00,26.25,win,294.2078616730082,-7.093489949060376,1
6iUSp8fLPki1htYZmY5JtZgYjhUjAfxvy8K7tjK2pump,HLohxxVM1SDx6moegDUU8eGQdzZktjPCRZTAXb1jM2jL,0.00012702410294118148,0.0,39997.12259884626,0.0,0.0,0.0,0.0,0.0,0.0,31.269367298546,39997.12259884626,0,0,1,999995848174427.0,3.0,136.0,7294170811209.0,unknown,38.0,20,3,0,0,alpha,MEDIUM,0.0,1762461087,2025-11-06 20:31:27.015905+00:00,UNKNOWN,win,106.67642082474845,,1
6kJndkQUjQ8Gh7WbXax9P2Hda9YjYDeuNqfhTwqDpump,CwrdvV93qPim2NRR1mny17qJw8VtFhDpLYwxu32Djx2S,5.227846757533475e-05,53008.0,23629.61,609005.89,-8.31,25.772997946220865,2.243287130003415,0.03880029797412961,0.0,44.267807718859935,23465.72000154837,0,0,1,999990270981873.0,0.0,0.0,0.0,unknown,15.0,22,5,1,0,alpha,LOW,5026.0,1763245699,2025-11-15 22:28:19.385540+00:00,UNKNOWN,win,50.055834729201564,,1
6p2HxSDQsssNchGQwGftBAEXCoj7rxxcMdiZscm6pump,AqYy8BsZfFeYuBq6kHb3uNvGVBibMYwKQQZY2sTG8N7i,5.376e-05,52957.0,24877.23,82138.63,-19.84,3.3017594804566266,2.1287337858756783,0.3028688206754848,0.0,43.489395411276924,25372.072542922055,0,0,1,985009899515389.0,0.0,0.0,0.0,unknown,25.0,15,1,0,1,alpha,LOW,908.0,1762874207,2025-11-11 15:16:47.159129+00:00,0.25,loss,41.18375711309899,-84.7852778889684,0
6qAp7VeStDH1XGm6NxKgDyJzWKJE67UQjZLSMWRnpump,5gf3jWJHPpteHxrmEnZxduRCmYUo3ptrZXKx3ZVUvxY1,7.291701914955519e-05,0.0,28713.464077020064,0.0,0.0,0.0,0.0,0.0,0.0,41.14887445279842,28713.464077020064,0,0,1,999999971847300.0,0.0,0.0,0.0,unknown,8.0,6,2,0,0,alpha,LOW,0.0,1762929815,2025-11-12 06:43:35.062654+00:00,UNKNOWN,loss,13.260135135135137,-84.43130630630631,0
6st9gC5RDqz9FPDo8WbqPm3FBixfAJr7KieSiciPpump,GBbR6cjCjJ5S16ZMopJbkCPyJAtdnzvpELVJN1UPeoU3,3.134e-05,30987.0,19658.44,91744.72,-48.84,4.666937966593484,1.5762695310512942,0.21427325736020555,0.0,53.08412105585638,19784.0118027656,0,0,1,988704197977485.0,2.0,110.0,4155910940681.0,unknown,55.0,22,1,0,1,alpha,LOW,168485.0,1762901774,2025-11-11 22:56:14.337429+00:00,46.8,loss,44.6722413572049,-65.84317684356694,0
