mint,creator_address,price_usd,fdv_usd,liquidity_usd,volume_h24_usd,price_change_h24_pct,volume_to_liquidity_ratio,fdv_to_liquidity_ratio,liquidity_to_volume_ratio,creator_balance_pct,top_10_holders_pct,total_lp_locked_usd,has_mint_authority,has_freeze_authority,is_lp_locked_95_plus,token_supply,total_insider_networks,largest_insider_network_size,total_insider_token_amount,rugcheck_risk_level,pump_dump_risk_score,time_of_day_utc,day_of_week_utc,is_weekend_utc,is_public_holiday_any,signal_source,grade,token_age_at_signal_seconds,checked_at_timestamp,checked_at_utc,token_age_hours_at_signal,label_status,label_ath_roi,label_final_roi,label_hit_50_percent
8fdBKZq7wo9fJbsZEZhq6omCgvKzLt97HY9XaGgqpump,z1SurXQxDme52e8cQeDjJoq1kzvcmcyrpXonWwr3dAJ,0.0001411,141103.0,55614.94,37767.71,-20.34,0.6790928840343979,2.5371419981753105,1.4725526117416174,0.0,39.81074712614045,54644.533896357476,0,0,1,999919434193182.0,9.0,443.0,87847128060537.0,unknown,38.0,20,2,0,1,alpha,LOW,1905737.0,1763585451,2025-11-19 20:50:51.956903+00:00,529.37,win,87.48042798652862,1.8565663748963952,1
8jB22F4o3k6a3d8ScY1qf2bvkb4Nk1ebz2mW1RMsbonk,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,20.0,12,4,0,0,discovery,LOW,0.0,1762518704,2025-11-07 12:31:44.815529+00:00,UNKNOWN,win,112.63362487852287,-93.0689990281827,1
8keDJqai9MzaPnFndXb8vqvvh5LUeAa8f8pdQYXBpump,61CxrRYZP9U6qf15aGS94SJA4BxuAmqHEE74YMMzojGb,0.000152,152002.0,39503.93,413227.94,165.0,10.460426089252385,3.8477690700646745,0.09559840024370085,0.0,34.49721794397027,30442.544666888643,0,0,1,999999809969935.0,1.0,5.0,7271007533387.0,unknown,18.0,5,2,0,0,alpha,LOW,4758.0,1764136761,2025-11-26 05:59:21.409486+00:00,1.32,win,87.83369714277742,,1
8qAL2ThAxJjf7VjGqtbuuNS9uzMGEuWZLnNTTqATpump,JBgC3urCawn4rkotoFRojziEYRquRK8bqmWUAxPo5u5H,9.105135909131627e-06,8787.0,9572.82,78683.2,-84.5,8.219437950363634,0.9179113364713847,0.12166282001748785,0.0,76.74722850553424,9570.224619087152,0,0,1,964610255194727.0,0.0,0.0,0.0,unknown,25.0,17,5,1,0,alpha,LOW,39677.0,1763226015,2025-11-15 17:00:15.802462+00:00,UNKNOWN,loss,0.0,-73.85106382978724,0
8qieHd2Ev6yn3qD2DQENXiNDuYRJ2wHFghNgpsnYpump,DqLHtTCq6tEYSFrKkyLTggea8j48ymitrBsnWsZnq2Tb,2.87e-05,28679.0,18297.41,145021.71,-58.64,7.925805346221131,1.5673803013650567,0.1261701437667505,0.0,57.932734091085614,17382.25301111915,0,0,1,999088733608424.0,0.0,0.0,0.0,unknown,35.0,6,1,0,1,alpha,MEDIUM,57069.0,1762842918,2025-11-11 06:35:18.738173+00:00,15.85,win,199.71447768111273,,1
8rsZxFLwy8oxV5Tea2zbekNeZR4iitoNR44mV4nDKHx1,Bqx5ycNhbEbYtVrpA4UKuQiFZuyBEenTZJSdFz1Mb1bs,0.00017577921345307652,0.0,51426.90530491383,0.0,0.0,0.0,0.0,0.0,0.0,29.70231472385421,51426.90530491383,0,0,1,998935898676778.0,6.0,440.0,17298827127786.0,unknown,38.0,19,3,0,0,alpha,LOW,0.0,1762456147,2025-11-06 19:09:07.485738+00:00,UNKNOWN,win,1241.6613153732899,1128.275181040158,1
8rsZxFLwy8oxV5Tea2zbekNeZR4iitoNR44mV4nDKHx1,Bqx5ycNhbEbYtVrpA4UKuQiFZuyBEenTZJSdFz1Mb1bs,1.0967662491045695e-05,10956.0,12387.93,481.33,3.98,0.0388547562022065,0.8844092596583932,25.73687490910602,3.005750304597402e-10,74.37644505911773,12386.027712608322,0,0,1,998752290038309.0,8.0,442.0,77379694948407.0,unknown,55.0,12,6,1,0,alpha,LOW,1188508.0,1763296202,2025-11-16 12:30:02.506641+00:00,UNKNOWN,win,1241.6613153732899,1128.275181040158,1
8syux5Zuh6e79GhPysRn6zQnHQPBC6sXqR2XxyeHpump,6KQvbQPt6F8mFkD9Gt74xS2CxTsiRcoJVsqUwLdNHRuT,4.022e-05,40227.0,20889.78,1215461.78,-31.42,58.184517979605346,1.9256784896729406,0.017186702489320558,0.0,45.819850368952785,20012.685976498957,0,0,1,999983837590463.0,1.0,136.0,31887212536.0,unknown,55.0,20,4,0,0,alpha,LOW,16445.0,1764361760,2025-11-28 20:29:20.839555+00:00,4.57,win,965.2405459137867,,1
8syux5Zuh6e79GhPysRn6zQnHQPBC6sXqR2XxyeHpump,6KQvbQPt6F8mFkD9Gt74xS2CxTsiRcoJVsqUwLdNHRuT,0.0009431,943123.0,109323.36,3103094.55,61.81,28.384551572509295,8.626911942699163,0.035230431505865654,12487690554192.0,21.076098130795835,116312.63062299686,0,0,1,999980711406627.0,1.0,136.0,59553532156.0,unknown,37.0,20,5,1,0,alpha,LOW,103779.0,1764449094,2025-11-29 20:44:54.507977+00:00,28.83,win,3711.0132507755316,,1
8z9uY1aMTQK38SpDVsBb4Rq9jk93VdXJYfLDvFSQpump,2gqXoGwNJS28QEHBDxV7f8rMAVUQ8q3jVrtbZN4MTahf,1.6e-05,16002.0,12985.68,707106.88,-72.17,54.452818797321356,1.2322804812685975,0.018364522206317666,0.0,71.36030285717948,12304.971716445194,0,0,1,999970869118557.0,1.0,23.0,216243103683015.0,unknown,45.0,15,5,1,0,alpha,LOW,65720.0,1764430683,2025-11-29 15:38:03.503984+00:00,18.26,win,880.668121101901,,1
8zdFumGcK2iF8AcqfSEjaPX4NzPuP3Tyx7msnvcsBAGS,BAGSB9TpGrZxQbEsrEznv5jXXdwyP6AXerN8aVRiAmcv,2.789274429234974e-05,27065.0,14769.03,14946.09,31.94,1.0119886004700376,1.8325509529061828,0.9881534234037129,1.0512892592869467e-23,52.94340354841265,17278.29538491898,0,0,1,9.987736398183872e+17,2.0,1189.0,1.0229588440550366e+17,unknown,45.0,12,6,1,0,alpha,LOW,9279481.0,1763296628,2025-11-16 12:37:08.678383+00:00,UNKNOWN,loss,31.746031746031743,-32.33665559246955,0
8zdFumGcK2iF8AcqfSEjaPX4NzPuP3Tyx7msnvcsBAGS,BAGSB9TpGrZxQbEsrEznv5jXXdwyP6AXerN8aVRiAmcv,1.956e-05,19535.0,12173.79,2612.07,12.75,0.21456506149687155,1.6046769329847155,4.660591025508505,105.0,53.353478362649476,13168.543896471045,0,0,1,9.985457749313846e+17,2.0,1205.0,1.0259241545265971e+17,unknown,52.0,13,6,1,0,alpha,LOW,9888116.0,1763905263,2025-11-23 13:41:03.132080+00:00,2746.7,loss,31.746031746031743,-32.33665559246955,0
8zeWmLN7yA4VtccJaL1GmipoMA8Q2Mpr73xxke2ipump,Hd3kAKDEjhj92MGPwxV32TWtSYU3vcSLoZntin2UGAUg,1.187e-05,11871.0,10962.83,524235.21,-79.69,47.819332234468654,1.082840835806083,0.020912044423723464,0.0,68.92678191441861,10828.624187110458,0,0,1,999975208943719.0,1.0,4.0,30746631155551.0,unknown,35.0,20,4,0,0,alpha,LOW,58857.0,1764363024,2025-11-28 20:50:24.322654+00:00,16.35,win,47.16281510762681,,1
93KM7cyWxJkbLbJXGhMypHvWJQ5279hskomAFsAmpump,5B79fMkcFeRTiwm7ehsZsFiKsC7m7n1Bgv9yLxPp9q2X,1.896e-05,17760.0,13842.97,162631.46,-74.31,11.748306902348268,1.2829616765766307,0.08511864801558075,0.0,72.16916773476898,11053.885491613157,0,0,1,936300429385021.0,2.0,4.0,70757752523599.0,unknown,25.0,5,5,1,0,alpha,LOW,92699.0,1764394127,2025-11-29 05:28:47.794985+00:00,25.75,win,45.78543294518468,,1
93iPEJj5uXNEmeKoLmNuWz6RKnx1j2FT4a9BgT64pump,UNKNOWN,6.641e-05,65785.0,27125.94,1577017.65,17.49,58.13688484159443,2.42516941348392,0.017200784024199094,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,30.0,22,5,1,0,discovery,LOW,38585.0,1764454900,2025-11-29 22:21:40.552295+00:00,10.72,win,140.79485680888368,,1
94H6cuHsttdSoYdeWMfM4NeKnikvaEfYr9UpQTxkpump,FnSReRLq8Dpvj87r8zPCGWCHusgoemiBvrhXnuqdUkGx,7.94495095208685e-06,7981.0,9382.11,1509.33,-28.38,0.16087319376984494,0.8506615249661323,6.216076007234999,1.3493381992697837e-06,86.073672582222,9298.36744575714,0,0,1,998330975369850.0,1.0,312.0,63591440775.0,unknown,55.0,12,6,1,0,alpha,LOW,468862.0,1763295930,2025-11-16 12:25:30.067278+00:00,UNKNOWN,loss,8.518889166875166,-49.06179634726045,0
95dRGxgGby7fhQjGAoSozf8fvRv9P5tACUu9JpFVpump,CGa44gq4cftwLjmHt7Waer6QrB2XmggcYe93g88QYL7X,5.894133267920584e-05,57258.0,23905.08,24325.28,-1.52,1.0175778537448943,2.395223107389726,0.9827257897956366,0.0,42.04928033754835,24190.07455735796,0,0,1,999999887398735.0,0.0,0.0,0.0,unknown,15.0,15,5,1,0,alpha,LOW,6394.0,1763220860,2025-11-15 15:34:20.405123+00:00,UNKNOWN,win,45.905235448961676,,1
97JvTiKYsuXbXYEAe8m5umzog4QL9TbWBZwDk4fapump,EdNcBDUFQaTxuaaiFfp5Ss4EanvuXtpGV9ZZvFFVRayd,0.00042164049098530274,443206.0,68682.24,889359.38,659.0,12.948898871090982,6.452992796973424,0.07722664374439948,0.0,21.90646458137447,68357.10018054696,0,0,1,999999155987348.0,1.0,136.0,10284304540.0,unknown,30.0,16,5,1,0,alpha,LOW,2601.0,1763223182,2025-11-15 16:13:02.868784+00:00,UNKNOWN,loss,0.0,-87.41057296612851,0
987FrykYZmNm71z8zSy8TNhtELz3fC5QduytyqRLpump,HDkHdPkmyZtS7mhjHxs2vxowoyUvQgZmmCykukWSZZTE,2.7560001549773958e-05,27409.0,16708.28,14754.5,-4.73,0.8830651629012681,1.6404441390735613,1.1324192619200921,0.0,59.87910259130007,16703.18779010528,0,0,1,994055664693088.0,0.0,0.0,0.0,unknown,25.0,15,5,1,0,alpha,LOW,5073781.0,1763221324,2025-11-15 15:42:04.443559+00:00,UNKNOWN,win,55.55151520066447,,1
9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump,CfkaAru9ArJ2tAStYHvbAyRBJL3EhDzsWYV2KYg9shxB,0.00699063939656643,7156809.0,398522.84,2128512.33,19.52,5.34100462096476,17.95834085695063,0.1872306936554133,2.96201977997774e-10,25.25642646420555,393720.02831701614,0,0,1,999682052434590.0,9.0,440.0,75763412755879.0,unknown,30.0,8,5,1,0,alpha,LOW,4921079.0,1763195378,2025-11-15 08:29:38.598315+00:00,UNKNOWN,win,159.96071829405167,,1
9BZ6PoGuyv9zNDhBG3cvve5ct3gLKeA5LyUKB4eBL721,nmDbVosXZy8szTGodLGmyTFcmdB4uEm7pTgBqhAoJVm,6.854754941195917e-05,0.0,20499.48290925936,0.0,0.0,0.0,0.0,0.0,0.0,45.5814720507097,20499.48290925936,0,0,1,1000000000000000.0,0.0,0.0,0.0,unknown,8.0,2,0,0,0,alpha,LOW,0.0,1762741436,2025-11-10 02:23:56.495503+00:00,UNKNOWN,loss,10.580174857097848,-96.02028077823005,0
9CvZcG38EBv9ezpy4z8MvHYuYtW6yUYTiUPqsR69pump,CeZbzsqje88U7GCCrAiGUr5BrZrBJ3AkQMyG9aggDiqQ,5.894e-05,58942.0,26433.81,74225.48,-14.5,2.8079750894782096,2.229795856140299,0.35612851543701707,0.0,47.6582407229108,26474.45343082377,0,0,1,999982491308883.0,0.0,0.0,0.0,unknown,25.0,20,0,0,0,alpha,LOW,50424.0,1762807712,2025-11-10 20:48:32.681190+00:00,14.01,loss,40.67854113655638,-81.01781170483461,0
9DjLxqbtcBts43ZBafukyD7yY48AQu6p8ndMN5Lxpump,4kZn23KtHdNNneZqaEJszgJwUbP6QAwZA78QRAaUXW8B,3.0255879241633386e-06,9971.0,10051.61,328882.61,-82.5,32.719396196231244,0.9919803892112805,0.030562911185848352,0.0,98.1734376488667,6586.499241724383,0,0,1,999905900585876.0,0.0,0.0,0.0,unknown,25.0,2,0,0,0,alpha,LOW,11466.0,1763347790,2025-11-17 02:49:50.001136+00:00,UNKNOWN,win,2814061.0670945747,,1
9GgJyimdfrZVagzKENw65fDwCDwNHVKAAE8tEk1mWD7T,9wRuFPJZFviuHv9q4hsaxUUADDphX6oSjcMA3RuxTFRG,3.862355055101873e-06,0.0,6220.355514987489,0.0,0.0,0.0,0.0,0.0,0.0,91.12051316631616,6220.355514987489,0,0,1,999304807981007.0,0.0,0.0,0.0,unknown,25.0,4,0,0,0,alpha,LOW,0.0,1763354145,2025-11-17 04:35:45.709624+00:00,UNKNOWN,loss,1.5442636434819799,-30.32748254344466,0
9H1GJvJ8JgorwQtWCP3X3sow99Q7MVSDW4W3KbY9pump,FNwXbyQ9Ef7Ym1Y41PGv7CRrPEtc81ahURVppMEgaGwc,0.000192208804520604,0.0,45014.61724615788,0.0,0.0,0.0,0.0,0.0,0.0,36.20260705527666,45014.61724615788,0,0,1,999999714986530.0,0.0,0.0,0.0,unknown,8.0,12,2,0,0,alpha,LOW,0.0,1762951733,2025-11-12 12:48:53.308110+00:00,UNKNOWN,win,105.14148713605502,,1
9Hj47uqXu8PqiQR63gkTMs2kMUqJXkoPVmi5S425pump,3oZT34JQQxz4K928R3cjGbyiHra2oa6rAZVbhEBUcK4x,5.601661356363532e-06,5604.0,7513.05,181.45,5.42,0.02415131005383965,0.7459021302932897,41.40562138330119,0.0,86.1138180330366,7532.546512417679,0,0,1,999935911018110.0,3.0,8.0,272087545683639.0,unknown,25.0,17,5,1,0,alpha,LOW,2154569.0,1763227952,2025-11-15 17:32:32.536168+00:00,UNKNOWN,win,47.37574332435416,,1
9PJCuwunp9tXAELJHwTk3FQBvXn8n7LCgfdHEBXLpump,8i5U2uNBEuTc4zskYP14zbebDg2RSwrrG8REhEnJb97K,7.201174797666483e-06,7192.93,5176.838805853404,345178.45,63.41,66.67745760399376,1.389444460172687,0.01499757243203741,0.0,89.96097290271952,5176.838805853404,0,0,1,999976953254021.0,0.0,0.0,0.0,unknown,25.0,12,6,1,0,alpha,LOW,39232.0,1763296373,2025-11-16 12:32:53.307916+00:00,UNKNOWN,loss,0.0,-37.402669632925466,0
9Poxe5aDkt8ggFWvcYZ9AX8QBBAAdgW844cgooNCULT,UNKNOWN,4.403327185422744e-05,0.0,44299.36290982297,0.0,0.0,0.0,0.0,0.0,0.0,46.117697738920164,44299.36290982297,0,0,1,9.995750903891478e+17,6.0,4995.0,5.324014735345789e+17,unknown,45.0,20,0,0,0,alpha,LOW,0.0,1762808376,2025-11-10 20:59:36.880152+00:00,UNKNOWN,win,50.206138341731574,,1
9QFfgxdSqH5zT7j6rZb1y6SZhw2aFtcQu2r6BuYpump,7hHmfYYR7L8LsCKk5akjtvVu1BbJRgHGJ2n6s7gbeKG4,0.000614757141902619,0.0,118378.31384988694,0.0,0.0,0.0,0.0,0.0,0.0,28.880996327970028,118378.31384988694,0,0,1,752990998623220.0,4.0,963.0,27717611017646.0,unknown,38.0,21,3,0,0,alpha,LOW,0.0,1762465870,2025-11-06 21:51:10.239922+00:00,UNKNOWN,win,87.90390702143236,11.692096292099047,1
9QFfgxdSqH5zT7j6rZb1y6SZhw2aFtcQu2r6BuYpump,7hHmfYYR7L8LsCKk5akjtvVu1BbJRgHGJ2n6s7gbeKG4,0.0003467,257775.0,86045.49,51979.72,-8.75,0.604095810251066,2.995799082555053,1.6553665544947145,0.0,33.67826445503167,84628.49170949642,0,0,1,744349747007203.0,4.0,1010.0,28816285371557.0,unknown,38.0,6,4,0,0,alpha,LOW,2443382.0,1763102986,2025-11-14 06:49:46.937249+00:00,678.72,win,87.90390702143236,11.692096292099047,1
9QFfgxdSqH5zT7j6rZb1y6SZhw2aFtcQu2r6BuYpump,7hHmfYYR7L8LsCKk5akjtvVu1BbJRgHGJ2n6s7gbeKG4,0.0005139,379472.0,101462.4,94420.13,27.04,0.9305923179424103,3.7400258617970796,1.0745844133025446,0.0,33.21868281206854,101144.28760979307,0,0,1,738335288022187.0,4.0,1063.0,30211579264875.0,unknown,38.0,21,6,1,0,alpha,LOW,3272638.0,1763932242,2025-11-23 21:10:42.032243+00:00,909.07,win,87.90390702143236,11.692096292099047,1
9RE4GyJJg4geU2BCHH9JKVyWEH6kbTSDoP4NBHQcdwpe,7GPpcgUbSJ5ZbJdftxcjzNKdgFgkyACkz64pBP5TFZSN,4.274699034269628e-06,4387.0,1010.0,856.6,-83.4,0.8481188118811881,4.343564356435643,1.1790800840532336,2.006487379591669e-08,55.418698998151136,998.0683616463521,0,0,1,9.999999729871965e+17,1.0,38.0,8.464826059328938e+17,unknown,25.0,0,0,0,0,alpha,LOW,885397.0,1763339843,2025-11-17 00:37:23.353405+00:00,UNKNOWN,win,81.90754337699477,,1
9StXbKTv7JUd8hy4ge7NWJ2iAYKJawVPiQHBURKWpump,GURiCZqWaHTbccEWUACsVZ8KQo1sREziSvCcY2PEdB3o,1.642065377062011e-05,16431.0,12902.89,227199.19,-71.65,17.60839548349246,1.2734356411625614,0.05679109155274717,0.0,63.85742385313597,12841.377029402103,0,0,1,999963814311810.0,0.0,0.0,0.0,unknown,25.0,15,5,1,0,alpha,LOW,51665.0,1763221567,2025-11-15 15:46:07.442533+00:00,UNKNOWN,loss,1.3357947402334482,-82.0226402600259,0
9TCXWNobtNaXJLD4BBDznSVMy7idgdYoVdHb16Wvpump,494vSacz8PDDBPey6QJXPc6C5MahMuGT2D7YZ9uieYyr,3.088e-05,30880.0,17342.88,74712.61,-47.55,4.307970187189209,1.7805577850968235,0.2321278830976458,0.0,52.781277118203185,17426.115909198896,0,0,1,999975532560514.0,0.0,0.0,0.0,unknown,25.0,15,2,0,1,alpha,LOW,43831.0,1763565260,2025-11-19 15:14:20.828582+00:00,12.18,loss,0.0,-83.58419939582816,0
9UULdZhryVoPjUKY13aWgUbPraKE3jwLVAhGZfASpump,98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,3.943515415858247e-05,0.0,21643.5825999277,0.0,0.0,0.0,0.0,0.0,0.0,56.159340241871924,21643.5825999277,0,0,1,984313868453554.0,2.0,5.0,100035058521893.0,unknown,15.0,6,0,0,0,alpha,LOW,0.0,1762757018,2025-11-10 06:43:38.856900+00:00,UNKNOWN,win,50.22819472616631,,1
9XgfFWPxPU6hyDyGtfhC9D6eyRE3RUSgAYKHRznWpump,EXv2PCPAhiU8wUFSKbyN3BCE1C5y1dGy1vNGZ6EG2Aag,0.0017662870711141383,1805840.0,208666.7,340008.12,55.3,1.6294316246914335,8.65418392105688,0.6137109313742273,1.0357906179455866e-06,25.70824331238437,206920.95957139556,0,0,1,999953763389862.0,10.0,440.0,32888644081877.0,unknown,30.0,16,5,1,0,alpha,LOW,1439743.0,1763223759,2025-11-15 16:22:39.221947+00:00,UNKNOWN,loss,14.625850340136054,-20.74829931972789,0
9YejQSaewxfYQ1f4gJsAn2qkkBEoVbqBSo3XTE5PMay,G58dw2rv1jV7Z1HZdk9wh8uNDss93w1JHAvwT349wDo8,13205.567190913685,20583.0,1214.5695341728208,60491.12,-90.73,49.8045754467218,16.94674485147365,0.020078476546190924,8.503845697534818e-08,13.491611662264074,1214.5695341728208,0,0,1,999999995183965.0,1.0,101.0,950000000000000.0,unknown,30.0,23,5,1,0,alpha,LOW,921.0,1763250739,2025-11-15 23:52:19.134667+00:00,UNKNOWN,loss,0.0,0.0,0
9a5DxpveEUcPKjcULbHU1YMDq5FwUZFtPLxw6YRGBAGS,BAGSB9TpGrZxQbEsrEznv5jXXdwyP6AXerN8aVRiAmcv,1.3623442745080591e-05,13891.0,10621.33,52488.91,-47.65,4.941839675445543,1.307839978609082,0.20235379244872867,0.0,66.19682094501029,18116.302817051444,0,0,1,9.98386626708321e+17,4.0,96.0,1.0250993150213635e+17,unknown,45.0,12,6,1,0,alpha,LOW,9129520.0,1763295907,2025-11-16 12:25:07.854464+00:00,UNKNOWN,win,48.467153284671525,,1
9a5DxpveEUcPKjcULbHU1YMDq5FwUZFtPLxw6YRGBAGS,BAGSB9TpGrZxQbEsrEznv5jXXdwyP6AXerN8aVRiAmcv,1.452e-05,14495.0,10882.36,18541.61,4.64,1.7038225164394487,1.3319721089910643,0.5869155914723695,0.0,62.656388774198184,16766.313414072465,0,0,1,9.978730021593556e+17,4.0,152.0,1.0741462484251893e+17,unknown,55.0,12,4,0,0,alpha,LOW,10165010.0,1764331397,2025-11-28 12:03:17.114597+00:00,2823.61,win,54.452554744525564,-31.75912408759124,1
9aUVtPjjvRcT7SUVcPcwSP8sPAmAGpjDEwKGaQ9bpump,8PPvX4WCCVsSmVGpgcNjaRDWGMym2BGpyVoHrnE44YYx,7.85597684489689e-05,79237.0,28313.53,8576.45,15.03,0.3029099515320061,2.7985560260412603,3.3013111485521396,2.000000005156516e-06,32.175997122870925,28193.1032003661,0,0,1,999999997421742.0,0.0,0.0,0.0,unknown,8.0,15,5,1,0,alpha,LOW,1870438.0,1763220973,2025-11-15 15:36:13.539198+00:00,UNKNOWN,loss,26.718805268202882,22.912785903542648,0
9b8VpcJHPymdZhRGjo6Jwy8w4Cj9XKGNPnbUFMaDpump,8i5U2uNBEuTc4zskYP14zbebDg2RSwrrG8REhEnJb97K,5.188e-05,51884.0,24320.34,710212.94,-17.41,29.202426446340798,2.1333583329838315,0.03424372977490385,0.0,45.28904298614183,24231.35457367096,0,0,1,999998883411417.0,0.0,0.0,0.0,unknown,25.0,5,3,0,0,alpha,MEDIUM,4363.0,1763010399,2025-11-13 05:06:39.483032+00:00,1.21,loss,35.10951291271658,-82.146061364049,0
9dQahC4wn7SgPZqBuvCnRzntEzniCaA3osQQDkhKpump,7JftXmYthe7pcZpesuN9jCr4R9tKw66Thq97xSjMoze3,7.058501015954703e-05,0.0,28810.244870636532,0.0,0.0,0.0,0.0,0.0,0.0,42.241801606605904,28810.244870636532,0,0,1,979998937048900.0,0.0,0.0,0.0,unknown,15.0,12,1,0,1,alpha,LOW,0.0,1762865444,2025-11-11 12:50:44.428019+00:00,UNKNOWN,win,207.71405927271434,-46.716732185788274,1
9fLGtf1rRkYd6Dy93hvYh2r8T8Wy2EPa6WHC5ibgpump,AuvwvLGyN55JRLE64fGMSYaQzTZR9UjikC68pJAG2mAJ,0.0003146,314396.0,66072.56,2379257.34,-26.0,36.00976471927227,4.758344462512123,0.027770245315288173,0.0,36.071329638103336,66123.17471278689,0,0,1,999110476780522.0,8.0,301.0,39281438881020.0,unknown,38.0,17,3,0,0,alpha,LOW,161863.0,1763658882,2025-11-20 17:14:42.222736+00:00,44.96,win,57.022984363703145,,1
9j6twpYWrV1ueJok76D9YK8wJTVoG9Zy8spC7wnTpump,TSLvdd1pWpHVjahSpsvCXUbgwsL3JAcvokwaKt1eokM,0.0002475,246006.0,131690.56,4812.72,8.57,0.03654567191452448,1.8680610060432579,27.363021326817265,0.0,44.40374100298339,130850.41436589342,0,0,1,993846147769123.0,10.0,646.0,343615097032006.0,unknown,45.0,5,1,0,1,alpha,LOW,16429411.0,1762837417,2025-11-11 05:03:37.482321+00:00,4563.73,loss,5.377895145871162,-13.451130597217778,0
9jhoXMehDE68KHomKrHgMVwedbMW2L1ik6FnHmqxpump,FEUhPpy2xxYWjqN28wcUBBW1NjqhVh9u5UZTFcPdH3hP,6.1483532990961505e-06,6152.0,7871.33,132699.63,-89.53,16.85860331100335,0.7815705859111485,0.05931689485494421,1.6285844129324587e-06,89.88207203317997,7870.029052632539,0,0,1,999992023391569.0,1.0,136.0,9301771942.0,unknown,55.0,17,5,1,0,alpha,LOW,38714.0,1763226015,2025-11-15 17:00:15.802456+00:00,UNKNOWN,loss,23.382209188660802,-31.945259042033243,0
9nanjHXXqcbcsXZvskEa7sBDik4iW98WVi4Te3kppump,Bx9aiEzFxYjupGo8k9Q4f6CYD2cra6mLxxaLCokJVuKz,5.656e-05,56521.0,23868.17,434066.8,0.89,18.186010909089386,2.368049163383703,0.05498731992403012,696854029046.0,39.275935143953504,27138.65475088263,0,0,1,999999021064551.0,0.0,0.0,0.0,unknown,15.0,20,5,1,0,alpha,LOW,2456.0,1764449094,2025-11-29 20:44:54.508509+00:00,0.68,win,70.90111307245434,,1
9oxcWN1SKDFuxAmSE49J5dDSq7ucQ8NBjiwjPE2Tpump,8oYN7iQCFCQVJztvp7kQiBWPvp6hSnGK9q5P6Uvwu7YH,0.0001002,100214.0,34906.61,43382.07,68.95,1.2428038700979556,2.8709175711992656,0.8046321902113016,0.0,38.19345270830493,34472.88479023398,0,0,1,999499465897314.0,0.0,0.0,0.0,unknown,8.0,5,1,0,1,alpha,LOW,697855.0,1762837211,2025-11-11 05:00:11.489660+00:00,193.85,loss,1.4362751461711742,-55.201007662433085,0
9pjkFwuR8vcMoAhf77wM6dWYjcwBUFXYBXiVX4Napump,CWBuZqrL6XVt9QuGRCSTWYsqMQVz8TPUVBSA1qDHaLAL,3.478e-05,34786.0,18699.97,388360.73,41.95,20.767986793561697,1.8602168880484833,0.04815103216022898,0.0,53.6917349380656,18753.64788466501,0,0,1,999953413781533.0,0.0,0.0,0.0,unknown,15.0,7,4,0,0,alpha,LOW,101153.0,1764314403,2025-11-28 07:20:03.894171+00:00,28.1,win,51.320873857643036,,1
9tMXPmoR79LuD6WnNpBJ8nHf3tXDVzeLp46XzF7ipump,7YAqoK1xnFJdnnTz9n1EQWfjwzQkaVZjjV5b7GLLBCMw,2.7488011414714895e-05,0.0,18237.179452627708,0.0,0.0,0.0,0.0,0.0,0.0,60.863384249515825,18237.179452627708,0,0,1,999833425704728.0,0.0,0.0,0.0,unknown,25.0,7,0,0,0,alpha,LOW,0.0,1762758081,2025-11-10 07:01:21.312023+00:00,UNKNOWN,loss,13.176611907786748,-7.450562297200417,0
9xsF8KqQn7E8cwDS3jL45rZNDQJsCKatHgYH1KV1pump,64ruk46wHwtNFNZzzTJRj3VJEbEVa6oH17Ga2dnJ5DW9,0.001166,1166627.0,111628.55,1598388.16,1131.0,14.318811451013202,10.450973339705657,0.06983819875142219,0.0,13.176281875343111,109937.133525618,0,0,1,999999463591051.0,1.0,101.0,1278818116282.0,unknown,40.0,7,4,0,0,alpha,LOW,7996.0,1764313860,2025-11-28 07:11:00.288815+00:00,2.22,win,51.272801763035666,,1
9xsF8KqQn7E8cwDS3jL45rZNDQJsCKatHgYH1KV1pump,UNKNOWN,0.0005515,551565.0,76959.39,1731062.17,482.0,22.493189849867573,7.166961692393872,0.0444579006656936,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,unknown,30.0,7,4,0,0,discovery,LOW,8497.0,1764314361,2025-11-28 07:19:21.095527+00:00,2.36,win,47.904352498656635,,1
9yZ5Ru8pbmJZ6Q2DKLCGXkaLNwkm83cnJ4QCw4PFpump,B8KcDw2YniauyCvUSqEQtG7eSCFYpSPBXjZeyVdCwL5q,0.0013408996974739694,0.0,159621.12793420412,0.0,0.0,0.0,0.0,0.0,0.0,29.57463510483392,159621.12793420412,0,0,1,997341575361575.0,3.0,440.0,1701359768392.0,unknown,30.0,14,6,1,0,alpha,LOW,0.0,1762697443,2025-11-09 14:10:43.726009+00:00,UNKNOWN,win,92.53486464315013,-55.82444626743233,1
